Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Number of Turns per Tx Segment,Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.26,0.46,20,0.26,0.46,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.35E-08,4.35E-08,8.69E-08
0.26,0.46,18,0.26,0.46,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.38E-08,5.38E-08,1.08E-07
0.26,0.46,16,0.26,0.46,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,7.15E-08,7.15E-08,1.43E-07
0.26,0.46,14,0.26,0.46,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.00E-07,1.00E-07,2.01E-07
0.26,0.46,13,0.26,0.46,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.10E-07,1.10E-07,2.20E-07
0.26,0.46,12,0.26,0.46,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.26E-07,1.26E-07,2.52E-07
0.26,0.46,11,0.26,0.46,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.48E-07,1.48E-07,2.96E-07
0.26,0.46,10,0.26,0.46,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.78E-07,1.78E-07,3.57E-07
0.26,0.46,10,0.26,0.46,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.58E-07,1.58E-07,3.15E-07
0.26,0.46,9,0.26,0.46,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.96E-07,1.96E-07,3.91E-07
0.26,0.46,8,0.26,0.46,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,2.61E-07,2.61E-07,5.22E-07
0.26,0.46,8,0.26,0.46,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.34E-07,2.34E-07,4.67E-07
0.26,0.46,8,0.26,0.46,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,1.99E-07,1.99E-07,3.99E-07
0.26,0.46,7,0.26,0.46,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,2.80E-07,2.80E-07,5.61E-07
0.26,0.46,7,0.26,0.46,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,2.66E-07,2.66E-07,5.32E-07
0.26,0.46,6,0.26,0.46,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,3.99E-07,3.99E-07,7.98E-07
0.26,0.46,6,0.26,0.46,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,3.62E-07,3.62E-07,7.24E-07
0.26,0.5,27,0.26,0.5,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.00E-08,2.00E-08,4.00E-08
0.26,0.5,23,0.26,0.5,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.13E-08,3.13E-08,6.26E-08
0.26,0.5,20,0.26,0.5,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.52E-08,4.52E-08,9.04E-08
0.26,0.5,18,0.26,0.5,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.59E-08,5.59E-08,1.12E-07
0.26,0.5,16,0.26,0.5,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,7.42E-08,7.42E-08,1.48E-07
0.26,0.5,14,0.26,0.5,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.07E-07,1.07E-07,2.15E-07
0.26,0.5,13,0.26,0.5,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.18E-07,1.18E-07,2.35E-07
0.26,0.5,12,0.26,0.5,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.35E-07,1.35E-07,2.71E-07
0.26,0.5,11,0.26,0.5,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.66E-07,1.66E-07,3.31E-07
0.26,0.5,10,0.26,0.5,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.01E-07,2.01E-07,4.02E-07
0.26,0.5,10,0.26,0.5,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.71E-07,1.71E-07,3.41E-07
0.26,0.5,9,0.26,0.5,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.23E-07,2.23E-07,4.45E-07
0.26,0.5,8,0.26,0.5,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.02E-07,3.02E-07,6.04E-07
0.26,0.5,8,0.26,0.5,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.70E-07,2.70E-07,5.40E-07
0.26,0.5,8,0.26,0.5,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.41E-07,2.41E-07,4.83E-07
0.26,0.5,7,0.26,0.5,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.48E-07,3.48E-07,6.96E-07
0.26,0.5,7,0.26,0.5,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.13E-07,3.13E-07,6.26E-07
0.26,0.5,6,0.26,0.5,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,4.83E-07,4.83E-07,9.67E-07
0.26,0.5,6,0.26,0.5,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.37E-07,4.37E-07,8.74E-07
0.26,0.54,27,0.26,0.54,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.02E-08,2.02E-08,4.05E-08
0.26,0.54,23,0.26,0.54,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.23E-08,3.23E-08,6.45E-08
0.26,0.54,20,0.26,0.54,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.65E-08,4.65E-08,9.31E-08
0.26,0.54,18,0.26,0.54,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,5.88E-08,5.88E-08,1.18E-07
0.26,0.54,16,0.26,0.54,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,7.83E-08,7.83E-08,1.57E-07
0.26,0.54,14,0.26,0.54,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.14E-07,1.14E-07,2.28E-07
0.26,0.54,13,0.26,0.54,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.29E-07,1.29E-07,2.57E-07
0.26,0.54,12,0.26,0.54,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.49E-07,1.49E-07,2.98E-07
0.26,0.54,11,0.26,0.54,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.77E-07,1.77E-07,3.54E-07
0.26,0.54,10,0.26,0.54,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.24E-07,2.24E-07,4.49E-07
0.26,0.54,10,0.26,0.54,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.90E-07,1.90E-07,3.80E-07
0.26,0.54,9,0.26,0.54,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.51E-07,2.51E-07,5.02E-07
0.26,0.54,8,0.26,0.54,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.46E-07,3.46E-07,6.91E-07
0.26,0.54,8,0.26,0.54,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.08E-07,3.08E-07,6.17E-07
0.26,0.54,8,0.26,0.54,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.75E-07,2.75E-07,5.50E-07
0.26,0.54,7,0.26,0.54,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,4.04E-07,4.04E-07,8.08E-07
0.26,0.54,7,0.26,0.54,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.62E-07,3.62E-07,7.23E-07
0.26,0.54,6,0.26,0.54,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,5.73E-07,5.73E-07,1.15E-06
0.26,0.54,6,0.26,0.54,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,5.01E-07,5.01E-07,1.00E-06
0.26,0.58,27,0.26,0.58,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.03E-08,2.03E-08,4.05E-08
0.26,0.58,23,0.26,0.58,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.29E-08,3.29E-08,6.59E-08
0.26,0.58,20,0.26,0.58,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.86E-08,4.86E-08,9.72E-08
0.26,0.58,18,0.26,0.58,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,6.15E-08,6.15E-08,1.23E-07
0.26,0.58,16,0.26,0.58,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,8.20E-08,8.20E-08,1.64E-07
0.26,0.58,14,0.26,0.58,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.20E-07,1.20E-07,2.39E-07
0.26,0.58,13,0.26,0.58,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.35E-07,1.35E-07,2.71E-07
0.26,0.58,12,0.26,0.58,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.63E-07,1.63E-07,3.26E-07
0.26,0.58,11,0.26,0.58,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.95E-07,1.95E-07,3.89E-07
0.26,0.58,10,0.26,0.58,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.49E-07,2.49E-07,4.98E-07
0.26,0.58,10,0.26,0.58,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.10E-07,2.10E-07,4.20E-07
0.26,0.58,9,0.26,0.58,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.80E-07,2.80E-07,5.60E-07
0.26,0.58,8,0.26,0.58,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.91E-07,3.91E-07,7.82E-07
0.26,0.58,8,0.26,0.58,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.48E-07,3.48E-07,6.95E-07
0.26,0.58,8,0.26,0.58,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,3.08E-07,3.08E-07,6.17E-07
0.26,0.58,7,0.26,0.58,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,4.29E-07,4.29E-07,8.58E-07
0.26,0.58,7,0.26,0.58,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.55E-07,3.55E-07,7.09E-07
0.26,0.58,6,0.26,0.58,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,5.61E-07,5.61E-07,1.12E-06
0.26,0.58,6,0.26,0.58,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.60E-07,4.60E-07,9.19E-07
0.26,0.62,27,0.26,0.62,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.05E-08,2.05E-08,4.11E-08
0.26,0.62,23,0.26,0.62,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.33E-08,3.33E-08,6.67E-08
0.26,0.62,20,0.26,0.62,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,4.92E-08,4.92E-08,9.83E-08
0.26,0.62,18,0.26,0.62,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,6.38E-08,6.38E-08,1.28E-07
0.26,0.62,16,0.26,0.62,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,8.78E-08,8.78E-08,1.76E-07
0.26,0.62,14,0.26,0.62,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.29E-07,1.29E-07,2.58E-07
0.26,0.62,13,0.26,0.62,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.46E-07,1.46E-07,2.93E-07
0.26,0.62,12,0.26,0.62,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.70E-07,1.70E-07,3.41E-07
0.26,0.62,11,0.26,0.62,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.12E-07,2.12E-07,4.24E-07
0.26,0.62,10,0.26,0.62,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.73E-07,2.73E-07,5.46E-07
0.26,0.62,10,0.26,0.62,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.30E-07,2.30E-07,4.59E-07
0.26,0.62,9,0.26,0.62,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,3.09E-07,3.09E-07,6.18E-07
0.26,0.62,8,0.26,0.62,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,4.23E-07,4.23E-07,8.47E-07
0.26,0.62,8,0.26,0.62,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.52E-07,3.52E-07,7.05E-07
0.26,0.62,8,0.26,0.62,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.88E-07,2.88E-07,5.75E-07
0.26,0.62,7,0.26,0.62,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,4.21E-07,4.21E-07,8.41E-07
0.26,0.62,7,0.26,0.62,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.47E-07,3.47E-07,6.93E-07
0.26,0.62,6,0.26,0.62,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,5.15E-07,5.15E-07,1.03E-06
0.26,0.62,6,0.26,0.62,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.57E-07,4.57E-07,9.14E-07
0.26,0.66,27,0.26,0.66,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.11E-08,2.11E-08,4.22E-08
0.26,0.66,23,0.26,0.66,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.43E-08,3.43E-08,6.86E-08
0.26,0.66,20,0.26,0.66,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,5.06E-08,5.06E-08,1.01E-07
0.26,0.66,18,0.26,0.66,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,6.57E-08,6.57E-08,1.31E-07
0.26,0.66,16,0.26,0.66,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,9.05E-08,9.05E-08,1.81E-07
0.26,0.66,14,0.26,0.66,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.33E-07,1.33E-07,2.67E-07
0.26,0.66,13,0.26,0.66,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.57E-07,1.57E-07,3.14E-07
0.26,0.66,12,0.26,0.66,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.83E-07,1.83E-07,3.67E-07
0.26,0.66,11,0.26,0.66,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.29E-07,2.29E-07,4.58E-07
0.26,0.66,10,0.26,0.66,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.97E-07,2.97E-07,5.94E-07
0.26,0.66,10,0.26,0.66,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.37E-07,2.37E-07,4.74E-07
0.26,0.66,9,0.26,0.66,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.99E-07,2.99E-07,5.98E-07
0.26,0.66,8,0.26,0.66,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,4.17E-07,4.17E-07,8.35E-07
0.26,0.66,8,0.26,0.66,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.41E-07,3.41E-07,6.82E-07
0.26,0.66,8,0.26,0.66,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.82E-07,2.82E-07,5.64E-07
0.26,0.66,7,0.26,0.66,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.89E-07,3.89E-07,7.79E-07
0.26,0.66,7,0.26,0.66,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.26E-07,3.26E-07,6.51E-07
0.26,0.66,6,0.26,0.66,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,5.01E-07,5.01E-07,1.00E-06
0.26,0.66,6,0.26,0.66,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.16E-07,4.16E-07,8.32E-07
0.26,0.7,27,0.26,0.7,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.11E-08,2.11E-08,4.21E-08
0.26,0.7,23,0.26,0.7,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.51E-08,3.51E-08,7.01E-08
0.26,0.7,20,0.26,0.7,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,5.17E-08,5.17E-08,1.03E-07
0.26,0.7,18,0.26,0.7,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,6.72E-08,6.72E-08,1.34E-07
0.26,0.7,16,0.26,0.7,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,9.57E-08,9.57E-08,1.91E-07
0.26,0.7,14,0.26,0.7,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.42E-07,1.42E-07,2.83E-07
0.26,0.7,13,0.26,0.7,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.61E-07,1.61E-07,3.22E-07
0.26,0.7,12,0.26,0.7,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.96E-07,1.96E-07,3.91E-07
0.26,0.7,11,0.26,0.7,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.33E-07,2.33E-07,4.65E-07
0.26,0.7,10,0.26,0.7,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.85E-07,2.85E-07,5.69E-07
0.26,0.7,10,0.26,0.7,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.30E-07,2.30E-07,4.61E-07
0.26,0.7,9,0.26,0.7,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.90E-07,2.90E-07,5.81E-07
0.26,0.7,8,0.26,0.7,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.85E-07,3.85E-07,7.70E-07
0.26,0.7,8,0.26,0.7,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,3.18E-07,3.18E-07,6.35E-07
0.26,0.7,8,0.26,0.7,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.61E-07,2.61E-07,5.23E-07
0.26,0.7,7,0.26,0.7,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.59E-07,3.59E-07,7.18E-07
0.26,0.7,7,0.26,0.7,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,3.17E-07,3.17E-07,6.33E-07
0.26,0.7,6,0.26,0.7,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,4.67E-07,4.67E-07,9.34E-07
0.26,0.7,6,0.26,0.7,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,4.12E-07,4.12E-07,8.24E-07
0.26,0.74,27,0.26,0.74,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.14E-08,2.14E-08,4.28E-08
0.26,0.74,23,0.26,0.74,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.56E-08,3.56E-08,7.12E-08
0.26,0.74,20,0.26,0.74,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,5.41E-08,5.41E-08,1.08E-07
0.26,0.74,18,0.26,0.74,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,7.04E-08,7.04E-08,1.41E-07
0.26,0.74,16,0.26,0.74,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,9.72E-08,9.72E-08,1.94E-07
0.26,0.74,14,0.26,0.74,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.49E-07,1.49E-07,2.99E-07
0.26,0.74,13,0.26,0.74,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.62E-07,1.62E-07,3.25E-07
0.26,0.74,12,0.26,0.74,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.84E-07,1.84E-07,3.68E-07
0.26,0.74,11,0.26,0.74,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.18E-07,2.18E-07,4.36E-07
0.26,0.74,10,0.26,0.74,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.62E-07,2.62E-07,5.24E-07
0.26,0.74,10,0.26,0.74,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.14E-07,2.14E-07,4.28E-07
0.26,0.74,9,0.26,0.74,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.72E-07,2.72E-07,5.44E-07
0.26,0.74,8,0.26,0.74,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.59E-07,3.59E-07,7.18E-07
0.26,0.74,8,0.26,0.74,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.95E-07,2.95E-07,5.89E-07
0.26,0.74,8,0.26,0.74,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.55E-07,2.55E-07,5.10E-07
0.26,0.74,7,0.26,0.74,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.56E-07,3.56E-07,7.12E-07
0.26,0.74,7,0.26,0.74,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,2.89E-07,2.89E-07,5.79E-07
0.26,0.74,6,0.26,0.74,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,4.52E-07,4.52E-07,9.03E-07
0.26,0.74,6,0.26,0.74,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,3.81E-07,3.81E-07,7.62E-07
0.26,0.78,27,0.26,0.78,27,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.16E-08,2.16E-08,4.32E-08
0.26,0.78,23,0.26,0.78,23,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.60E-08,3.60E-08,7.19E-08
0.26,0.78,20,0.26,0.78,20,0.15,0.15,3,5.55,17,31.45,85,157.25,,5.46E-08,5.46E-08,1.09E-07
0.26,0.78,18,0.26,0.78,18,0.2,0.15,3,5.55,17,31.45,85,157.25,,7.33E-08,7.33E-08,1.47E-07
0.26,0.78,16,0.26,0.78,16,0.25,0.15,3,5.55,17,31.45,85,157.25,,9.75E-08,9.75E-08,1.95E-07
0.26,0.78,14,0.26,0.78,14,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.41E-07,1.41E-07,2.82E-07
0.26,0.78,13,0.26,0.78,13,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.51E-07,1.51E-07,3.02E-07
0.26,0.78,12,0.26,0.78,12,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.72E-07,1.72E-07,3.44E-07
0.26,0.78,11,0.26,0.78,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,2.01E-07,2.01E-07,4.02E-07
0.26,0.78,10,0.26,0.78,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,2.43E-07,2.43E-07,4.87E-07
0.26,0.78,10,0.26,0.78,10,0.55,0.15,3,5.55,17,31.45,85,157.25,,2.00E-07,2.00E-07,4.01E-07
0.26,0.78,9,0.26,0.78,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,2.50E-07,2.50E-07,5.00E-07
0.26,0.78,8,0.26,0.78,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,3.27E-07,3.27E-07,6.55E-07
0.26,0.78,8,0.26,0.78,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,2.88E-07,2.88E-07,5.76E-07
0.26,0.78,8,0.26,0.78,8,0.75,0.15,3,5.55,17,31.45,85,157.25,,2.35E-07,2.35E-07,4.70E-07
0.26,0.78,7,0.26,0.78,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,3.26E-07,3.26E-07,6.51E-07
0.26,0.78,7,0.26,0.78,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,2.86E-07,2.86E-07,5.72E-07
0.26,0.78,6,0.26,0.78,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,4.18E-07,4.18E-07,8.36E-07
0.26,0.78,6,0.26,0.78,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,3.66E-07,3.66E-07,7.32E-07
0.3,0.06,24,0.3,0.06,24,0.05,0.15,3,5.55,17,31.45,85,157.25,,8.64E-10,8.64E-10,1.73E-09
0.3,0.06,21,0.3,0.06,21,0.1,0.15,3,5.55,17,31.45,85,157.25,,1.25E-09,1.25E-09,2.50E-09
0.3,0.06,18,0.3,0.06,18,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.95E-09,1.95E-09,3.90E-09
0.3,0.06,16,0.3,0.06,16,0.2,0.15,3,5.55,17,31.45,85,157.25,,2.59E-09,2.59E-09,5.19E-09
0.3,0.06,15,0.3,0.06,15,0.25,0.15,3,5.55,17,31.45,85,157.25,,2.81E-09,2.81E-09,5.62E-09
0.3,0.06,13,0.3,0.06,13,0.3,0.15,3,5.55,17,31.45,85,157.25,,3.98E-09,3.98E-09,7.95E-09
0.3,0.06,12,0.3,0.06,12,0.35,0.15,3,5.55,17,31.45,85,157.25,,4.47E-09,4.47E-09,8.95E-09
0.3,0.06,11,0.3,0.06,11,0.4,0.15,3,5.55,17,31.45,85,157.25,,5.10E-09,5.10E-09,1.02E-08
0.3,0.06,11,0.3,0.06,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,4.50E-09,4.50E-09,8.99E-09
0.3,0.06,10,0.3,0.06,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,5.20E-09,5.20E-09,1.04E-08
0.3,0.06,9,0.3,0.06,9,0.55,0.15,3,5.55,17,31.45,85,157.25,,6.07E-09,6.07E-09,1.21E-08
0.3,0.06,9,0.3,0.06,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,5.42E-09,5.42E-09,1.08E-08
0.3,0.06,8,0.3,0.06,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,6.39E-09,6.39E-09,1.28E-08
0.3,0.06,8,0.3,0.06,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,5.74E-09,5.74E-09,1.15E-08
0.3,0.06,7,0.3,0.06,7,0.75,0.15,3,5.55,17,31.45,85,157.25,,6.79E-09,6.79E-09,1.36E-08
0.3,0.06,7,0.3,0.06,7,0.8,0.15,3,5.55,17,31.45,85,157.25,,6.15E-09,6.15E-09,1.23E-08
0.3,0.06,7,0.3,0.06,7,0.85,0.15,3,5.55,17,31.45,85,157.25,,5.57E-09,5.57E-09,1.11E-08
0.3,0.06,6,0.3,0.06,6,0.9,0.15,3,5.55,17,31.45,85,157.25,,6.61E-09,6.61E-09,1.32E-08
0.3,0.06,6,0.3,0.06,6,0.95,0.15,3,5.55,17,31.45,85,157.25,,6.03E-09,6.03E-09,1.21E-08
0.3,0.1,24,0.3,0.1,24,0.05,0.15,3,5.55,17,31.45,85,157.25,,2.27E-09,2.27E-09,4.54E-09
0.3,0.1,21,0.3,0.1,21,0.1,0.15,3,5.55,17,31.45,85,157.25,,3.30E-09,3.30E-09,6.60E-09
0.3,0.1,18,0.3,0.1,18,0.15,0.15,3,5.55,17,31.45,85,157.25,,5.17E-09,5.17E-09,1.03E-08
0.3,0.1,16,0.3,0.1,16,0.2,0.15,3,5.55,17,31.45,85,157.25,,6.90E-09,6.90E-09,1.38E-08
0.3,0.1,15,0.3,0.1,15,0.25,0.15,3,5.55,17,31.45,85,157.25,,7.52E-09,7.52E-09,1.50E-08
0.3,0.1,13,0.3,0.1,13,0.3,0.15,3,5.55,17,31.45,85,157.25,,1.07E-08,1.07E-08,2.15E-08
0.3,0.1,12,0.3,0.1,12,0.35,0.15,3,5.55,17,31.45,85,157.25,,1.22E-08,1.22E-08,2.43E-08
0.3,0.1,11,0.3,0.1,11,0.4,0.15,3,5.55,17,31.45,85,157.25,,1.40E-08,1.40E-08,2.80E-08
0.3,0.1,11,0.3,0.1,11,0.45,0.15,3,5.55,17,31.45,85,157.25,,1.24E-08,1.24E-08,2.48E-08
0.3,0.1,10,0.3,0.1,10,0.5,0.15,3,5.55,17,31.45,85,157.25,,1.45E-08,1.45E-08,2.90E-08
0.3,0.1,9,0.3,0.1,9,0.55,0.15,3,5.55,17,31.45,85,157.25,,1.72E-08,1.72E-08,3.43E-08
0.3,0.1,9,0.3,0.1,9,0.6,0.15,3,5.55,17,31.45,85,157.25,,1.54E-08,1.54E-08,3.08E-08
0.3,0.1,8,0.3,0.1,8,0.65,0.15,3,5.55,17,31.45,85,157.25,,1.85E-08,1.85E-08,3.69E-08
0.3,0.1,8,0.3,0.1,8,0.7,0.15,3,5.55,17,31.45,85,157.25,,1.67E-08,1.67E-08,3.34E-08
